f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,clase
0.000004,-0.000003,0.000009,0.000007,0.000002,0.000003,0.053329,0.053332,0.053323,0.111530,0.111530,0.111520,0.000760,0.000288,0.000542,0.000752,0.000241,0.000752,0.853530,0.853520,0.853500,0.855750,0.855750,0.855730,-0.007959,0.038215,0.211080,-0.008200,0.139480,0.125860,0.010825,0.010808,0.010823,-0.002173,-0.002146,-0.002097,-0.632980,9.319700,4.316600,-0.633600,4.285500,7.911900,-1.497300,-1.497300,-1.497300,-1.493800,-1.493800,-1.493800,7.000000
-0.000012,-0.000027,-0.000068,0.000013,-0.000036,-0.000056,0.009490,0.009518,0.009586,0.036231,0.036267,0.036323,0.002263,0.001187,0.003036,0.002291,0.001230,0.003350,1.394400,1.394400,1.393700,1.395300,1.395300,1.394600,0.018539,0.007171,-0.627670,-0.004863,-0.159370,-0.095905,-0.005800,-0.005763,-0.005535,0.001168,0.001215,0.001406,-0.707020,0.454000,6.325300,-0.700290,1.777600,5.379300,-1.506600,-1.506700,-1.506500,-1.499100,-1.499100,-1.498700,4.000000
-0.000005,0.000001,0.000018,-0.000005,-0.000001,-0.000009,0.025884,0.025883,0.025864,-0.039846,-0.039845,-0.039835,0.000789,0.000244,0.000675,0.000779,0.000263,0.000427,1.355800,1.355800,1.355700,1.354700,1.354700,1.354700,0.008876,0.009635,0.168910,0.010291,0.290330,-0.356170,0.000766,0.000761,0.000791,-0.001179,-0.001183,-0.001190,-0.569270,2.321700,8.331600,-0.552660,10.197000,5.049600,-1.498400,-1.498400,-1.498400,-1.500100,-1.500100,-1.500100,1.000000
-0.000008,0.000007,-0.000014,0.000005,0.000004,-0.000366,-0.000242,-0.000250,-0.000235,0.025391,0.025387,0.025753,0.002899,0.001557,0.003510,0.002754,0.002073,0.004275,2.105500,2.105400,2.104700,2.109500,2.109300,2.108500,-0.026755,-0.066022,-0.558870,-0.015148,-1.966400,-1.016900,-0.003643,-0.003628,-0.003622,0.016638,0.016628,0.016980,-0.524070,1.502600,4.006800,-0.552670,16.952000,6.430900,-1.503000,-1.503000,-1.502900,-1.493000,-1.493000,-1.493000,3.000000
0.000008,-0.000008,0.000015,0.000002,0.000062,0.000010,0.010429,0.010436,0.010421,-0.013684,-0.013746,-0.013756,0.002286,0.001180,0.003249,0.002221,0.001352,0.002808,1.346700,1.346700,1.346100,1.353900,1.353800,1.353400,-0.005206,-0.172220,0.236730,-0.025173,0.051950,-0.491080,-0.002137,-0.002077,-0.002076,0.008021,0.007934,0.008061,-0.675950,0.759630,3.872000,-0.722100,2.224200,7.385900,-1.503400,-1.503400,-1.503200,-1.495200,-1.495200,-1.495300,6.000000
-0.000020,-0.000061,-0.000156,0.000025,-0.000003,0.000042,-0.125710,-0.125650,-0.125490,-0.143530,-0.143530,-0.143570,0.002263,0.001274,0.003530,0.002250,0.001159,0.002688,1.365500,1.365500,1.364700,1.372800,1.372700,1.372300,-0.017738,-0.050023,-0.407890,-0.001494,0.144580,0.383540,0.004833,0.004932,0.004858,-0.032517,-0.032525,-0.032608,-0.585970,4.624000,4.220400,-0.718180,0.357070,3.113700,-1.499600,-1.499600,-1.499300,-1.500100,-1.500200,-1.499800,11.000000
-0.000002,-0.000039,-0.000052,-0.000001,-0.000015,0.000104,0.035769,0.035808,0.035859,0.015803,0.015818,0.015714,0.001438,0.000992,0.002888,0.001416,0.000780,0.002130,2.152000,2.152000,2.151700,2.147900,2.147900,2.147600,0.001864,-0.852860,-0.343800,0.004387,0.210580,0.408390,0.003492,0.003521,0.003725,-0.000745,-0.000742,-0.000779,-0.845260,25.506000,10.290000,-0.795330,5.256500,5.979400,-1.502000,-1.502000,-1.502000,-1.499200,-1.499300,-1.499200,8.000000
-0.000006,0.000126,0.000174,0.000007,0.000032,0.000046,0.035287,0.035160,0.034986,0.075888,0.075856,0.075811,0.002150,0.001309,0.003052,0.002145,0.001119,0.002406,1.245300,1.245300,1.244600,1.236000,1.236000,1.235700,-0.001991,1.333200,0.764280,-0.012311,0.011142,-0.141540,-0.013981,-0.014205,-0.014376,0.016848,0.016817,0.017179,-0.704850,7.636700,6.224200,-0.642570,-0.000345,2.710200,-1.494100,-1.494100,-1.494300,-1.504600,-1.504600,-1.504200,7.000000
-0.000009,0.000004,0.000004,-0.000003,0.000002,-0.000017,-0.087667,-0.087671,-0.087675,-0.201460,-0.201460,-0.201440,0.000771,0.000230,0.000653,0.000781,0.000244,0.000558,1.048700,1.048700,1.048600,1.047800,1.047800,1.047800,0.011975,-0.028409,0.063048,0.001592,-0.529670,-0.267290,-0.020987,-0.020989,-0.020948,0.001465,0.001472,0.001509,-0.634660,1.602000,10.844000,-0.611130,8.665300,3.631700,-1.494100,-1.494100,-1.494100,-1.495300,-1.495300,-1.495200,11.000000
0.000004,-0.000022,-0.000198,-0.000013,-0.000030,-0.000110,0.037322,0.037344,0.037542,0.101320,0.101350,0.101460,0.002432,0.001376,0.003470,0.002532,0.001481,0.011181,1.709100,1.709100,1.708300,1.705900,1.705800,1.703900,0.001988,-0.168900,-0.441040,-0.017579,0.125820,-0.185830,-0.008254,-0.008222,-0.008084,0.002453,0.002527,0.002675,-0.621360,1.493100,3.204500,-0.606180,3.499800,6.016100,-1.503000,-1.502900,-1.503200,-1.500800,-1.500800,-1.499100,7.000000
-0.000011,-0.000011,0.000073,0.000007,-0.000004,-0.000017,-0.072537,-0.072525,-0.072598,-0.197050,-0.197050,-0.197030,0.001143,0.000586,0.001625,0.001127,0.000620,0.001059,1.226100,1.226100,1.226100,1.230800,1.230800,1.230700,0.011846,-0.521030,1.011300,-0.008890,0.217990,-0.041326,-0.012153,-0.012135,-0.012321,-0.020546,-0.020546,-0.020468,-0.729480,4.438300,31.182000,-0.691100,16.929000,5.233900,-1.493900,-1.493900,-1.493800,-1.495000,-1.495000,-1.495000,11.000000
-0.000002,-0.000002,-0.000010,0.000008,0.000005,-0.000033,0.010786,0.010788,0.010799,-0.029573,-0.029578,-0.029545,0.001115,0.000515,0.000930,0.001187,0.000665,0.001432,1.244800,1.244800,1.244700,1.245100,1.245000,1.244900,0.004780,0.005020,-0.354500,-0.012616,-0.455880,-0.019539,0.000630,0.000618,0.000658,-0.000409,-0.000427,-0.000335,-0.700520,3.035200,3.083700,-0.757400,16.983000,12.085000,-1.500100,-1.500100,-1.500000,-1.497600,-1.497700,-1.497700,9.000000
-0.000012,-0.000024,0.000110,0.000001,-0.000029,0.000033,-0.074924,-0.074900,-0.075010,-0.186230,-0.186210,-0.186240,0.001396,0.000839,0.002164,0.001440,0.000878,0.002058,2.061700,2.061700,2.061500,2.061300,2.061300,2.061100,0.004174,-0.783020,1.972500,0.003633,-0.663260,1.158600,-0.011231,-0.011207,-0.011397,-0.007841,-0.007799,-0.007891,-0.826050,8.098600,16.101000,-0.826520,8.831700,13.955000,-1.500100,-1.500100,-1.500000,-1.498900,-1.498900,-1.498900,11.000000
-0.000004,-0.000001,0.000019,-0.000002,-0.000002,0.000022,0.011751,0.011752,0.011733,0.006565,0.006568,0.006546,0.000771,0.000273,0.000626,0.000762,0.000253,0.000696,0.885250,0.885260,0.885240,0.886610,0.886620,0.886590,0.008927,-1.915200,0.929040,0.000779,-0.423390,-0.024995,-0.000639,-0.000632,-0.000675,0.000102,0.000113,0.000116,-0.632190,23.494000,10.162000,-0.618540,11.105000,4.042800,-1.496300,-1.496300,-1.496300,-1.497400,-1.497400,-1.497400,3.000000
0.000003,-0.000001,0.000001,-0.000002,-0.000002,-0.000074,0.019883,0.019884,0.019882,0.041700,0.041702,0.041776,0.000812,0.000274,0.000546,0.000821,0.000348,0.001118,1.801000,1.801000,1.800900,1.797400,1.797400,1.797300,-0.004965,0.082644,0.401610,-0.000013,-0.834330,-4.189800,0.004439,0.004438,0.004439,0.001706,0.001713,0.001884,-0.514720,10.208000,7.627300,-0.469860,25.496000,39.267000,-1.499000,-1.499000,-1.499000,-1.497700,-1.497700,-1.497800,4.000000
-0.000012,-0.000013,0.000157,0.000007,-0.000002,0.000032,-0.070835,-0.070822,-0.070979,-0.197010,-0.197010,-0.197040,0.001151,0.000606,0.002134,0.001119,0.000494,0.000950,1.225500,1.225500,1.225400,1.230500,1.230400,1.230300,0.009619,-0.168090,2.657300,-0.002599,-0.150820,0.707510,-0.011875,-0.011855,-0.012166,-0.018069,-0.018062,-0.018202,-0.720840,5.924400,25.641000,-0.655080,1.153800,6.935400,-1.496400,-1.496400,-1.496500,-1.498900,-1.499000,-1.499000,11.000000
-0.000002,-0.000003,-0.000004,-0.000007,-0.000002,-0.000029,0.023480,0.023483,0.023487,-0.022676,-0.022673,-0.022644,0.000782,0.000251,0.000715,0.000775,0.000278,0.000693,1.009400,1.009400,1.009400,1.010600,1.010600,1.010600,0.009551,-0.392510,-1.515600,0.012293,1.047500,-0.438800,0.001085,0.001089,0.001080,-0.000159,-0.000157,-0.000114,-0.649220,9.966500,30.506000,-0.640050,20.581000,8.023600,-1.498900,-1.498900,-1.498800,-1.497100,-1.497000,-1.497000,6.000000
-0.000001,-0.000114,0.000182,-0.000004,0.000050,0.000345,0.014817,0.014932,0.014750,-0.017366,-0.017416,-0.017761,0.002987,0.002110,0.004437,0.002883,0.001666,0.004344,2.226100,2.225900,2.224900,2.224000,2.224000,2.223200,-0.019986,-2.876400,-0.264840,-0.002750,0.374980,0.421960,0.002948,0.003109,0.002609,0.008769,0.008719,0.008529,-0.499090,19.866000,4.764800,-0.501690,3.212500,5.367500,-1.507300,-1.507500,-1.507500,-1.498100,-1.498000,-1.498000,1.000000
0.000007,-0.000010,-0.000006,0.000001,0.000032,0.000004,0.011900,0.011910,0.011916,-0.039618,-0.039649,-0.039653,0.002332,0.001156,0.003733,0.002281,0.001289,0.003489,1.428600,1.428600,1.427700,1.434500,1.434400,1.434000,-0.010816,-0.096482,-0.267740,-0.010691,-0.039708,0.488780,0.007635,0.007700,0.007328,-0.015605,-0.015604,-0.015730,-0.707340,0.291760,6.027700,-0.716760,3.873200,3.812500,-1.500900,-1.500900,-1.500700,-1.491400,-1.491500,-1.491100,6.000000
-0.000006,-0.000002,0.000010,-0.000007,-0.000001,-0.000003,-0.032168,-0.032166,-0.032176,-0.040262,-0.040262,-0.040259,0.000787,0.000232,0.000547,0.000779,0.000284,0.000494,1.068500,1.068500,1.068400,1.069500,1.069400,1.069400,0.012159,-0.008853,0.099737,0.011996,0.234730,-0.661080,-0.005097,-0.005093,-0.005104,0.000395,0.000404,0.000406,-0.571290,1.210900,6.083400,-0.540480,14.060000,6.837500,-1.495800,-1.495800,-1.495800,-1.499000,-1.499000,-1.499000,2.000000
-0.000003,-0.000008,0.000037,0.000002,0.000065,0.000055,0.011054,0.011061,0.011024,-0.043095,-0.043161,-0.043216,0.001384,0.000737,0.001817,0.001439,0.001225,0.001945,2.140600,2.140600,2.140400,2.137400,2.137400,2.137100,-0.005969,-0.425120,1.240700,-0.009185,1.127400,0.102810,0.001343,0.001366,0.001418,-0.003308,-0.003377,-0.003502,-0.808400,2.971500,15.066000,-0.847680,24.330000,6.231700,-1.501500,-1.501500,-1.501400,-1.497500,-1.497500,-1.497400,6.000000
0.000001,-0.000004,0.000038,0.000002,-0.000006,0.000040,0.019947,0.019952,0.019913,0.023168,0.023174,0.023134,0.001129,0.000611,0.001106,0.001084,0.000501,0.000863,1.190600,1.190500,1.190400,1.190100,1.190100,1.190000,0.003577,-1.193000,0.055545,0.000031,0.057696,0.770100,0.003765,0.003788,0.003740,0.002536,0.002529,0.002407,-0.694170,17.191000,7.974300,-0.661820,2.215800,7.585000,-1.497900,-1.498000,-1.498000,-1.499700,-1.499700,-1.499600,5.000000
0.000002,0.000004,0.000007,-0.000004,0.000005,0.000034,0.022278,0.022274,0.022267,-0.044406,-0.044411,-0.044445,0.001361,0.000977,0.002135,0.001388,0.000855,0.001397,2.003700,2.003700,2.003500,2.001000,2.000900,2.000700,-0.003714,-0.076616,-0.167480,0.007030,0.334450,0.347350,0.003363,0.003354,0.003386,-0.000356,-0.000354,-0.000453,-0.815720,23.462000,7.165800,-0.826430,7.912800,3.772200,-1.500400,-1.500400,-1.500200,-1.497100,-1.497100,-1.497100,1.000000
-0.000001,-0.000005,-0.000006,-0.000002,-0.000001,-0.000002,0.007322,0.007327,0.007333,-0.016884,-0.016883,-0.016881,0.000783,0.000231,0.000598,0.000788,0.000237,0.000517,1.088000,1.088000,1.088000,1.090600,1.090600,1.090600,0.000826,-0.042974,-0.287970,0.004001,-0.172570,-0.049918,0.000422,0.000416,0.000407,0.000311,0.000300,0.000288,-0.639700,4.436400,4.621800,-0.614000,4.863900,2.562300,-1.498100,-1.498100,-1.498100,-1.497100,-1.497100,-1.497100,9.000000
-0.000007,-0.000037,-0.000008,-0.000017,-0.000029,0.000977,0.019877,0.019914,0.019922,0.033413,0.033442,0.032465,0.002543,0.001377,0.004608,0.002546,0.001634,0.006644,1.822000,1.822000,1.821500,1.817100,1.817000,1.815600,-0.002471,0.010149,0.084659,0.028376,-0.347620,0.702930,0.013779,0.013797,0.014118,0.011696,0.011765,0.011384,-0.625830,0.425030,8.029300,-0.643190,1.880300,2.607700,-1.498700,-1.498700,-1.498600,-1.501300,-1.501300,-1.501700,5.000000
0.000014,0.000033,0.000150,0.000006,0.000088,-0.000015,-0.027857,-0.027890,-0.028040,-0.006963,-0.007051,-0.007036,0.002908,0.001663,0.004268,0.002934,0.001886,0.005263,2.265000,2.264900,2.263800,2.254600,2.254400,2.253500,-0.022306,0.218020,0.345760,-0.012466,0.587910,0.131180,0.008604,0.008580,0.007992,0.011693,0.011611,0.011651,-0.543070,1.497700,4.694700,-0.508360,3.976600,4.703900,-1.504900,-1.504900,-1.505100,-1.498000,-1.498000,-1.498000,10.000000
0.000012,-0.000051,-0.000001,-0.000016,-0.000070,-0.000389,0.022095,0.022146,0.022147,0.036218,0.036287,0.036676,0.002621,0.001559,0.004848,0.002705,0.001555,0.005569,1.870100,1.870000,1.869100,1.873800,1.873700,1.873100,0.014073,-0.068890,-0.159430,0.014571,0.179660,-0.505140,-0.001503,-0.001470,-0.001448,0.004961,0.004997,0.004668,-0.621850,1.507900,6.139400,-0.616220,3.210700,5.482100,-1.505400,-1.505400,-1.505800,-1.499500,-1.499600,-1.499400,8.000000
0.000001,0.000004,0.000001,-0.000001,-0.000003,0.000001,0.056082,0.056077,0.056077,0.110240,0.110250,0.110240,0.000782,0.000437,0.000567,0.000786,0.000259,0.000770,1.284300,1.284300,1.284300,1.282600,1.282600,1.282500,0.001787,0.527190,-0.047623,0.002670,0.279690,0.124130,0.006770,0.006757,0.006737,-0.001365,-0.001361,-0.001420,-0.519810,44.334000,5.672100,-0.557390,16.058000,17.168000,-1.495800,-1.495800,-1.495800,-1.497200,-1.497200,-1.497200,7.000000
-0.000011,-0.000013,-0.000326,0.000003,-0.000046,0.000373,0.015071,0.015084,0.015410,-0.029846,-0.029800,-0.030173,0.002904,0.001670,0.004053,0.002912,0.001650,0.005067,2.265600,2.265600,2.264800,2.256500,2.256400,2.255600,0.000181,0.244560,-0.941850,-0.008602,-0.340350,0.148740,-0.013917,-0.013900,-0.013769,-0.006921,-0.006863,-0.007345,-0.550000,4.454000,5.637100,-0.552820,2.042100,2.647900,-1.496300,-1.496300,-1.496200,-1.503100,-1.503100,-1.502900,6.000000
-0.000003,0.000011,-0.000178,0.000007,0.000066,0.000280,-0.035709,-0.035719,-0.035542,-0.031677,-0.031743,-0.032023,0.002200,0.001449,0.003661,0.002234,0.001259,0.003571,1.376700,1.376600,1.376100,1.377000,1.377000,1.376000,0.002379,0.815870,-1.252400,-0.024343,0.192240,0.139570,-0.009426,-0.009442,-0.009168,-0.014943,-0.015058,-0.015553,-0.696240,10.666000,9.668700,-0.672600,3.233300,2.012600,-1.498500,-1.498500,-1.498100,-1.500700,-1.500700,-1.500800,2.000000
-0.000001,0.000015,-0.000151,-0.000004,-0.000007,-0.000074,-0.025603,-0.025618,-0.025467,-0.040829,-0.040822,-0.040748,0.001394,0.000807,0.002282,0.001463,0.000828,0.002251,2.125000,2.125000,2.124800,2.121300,2.121300,2.121000,0.004029,0.309270,-1.211700,0.027831,0.062457,0.002559,-0.003911,-0.003917,-0.004071,-0.000182,-0.000174,-0.000109,-0.827620,5.053800,7.841900,-0.773060,5.673900,9.366600,-1.502200,-1.502200,-1.502200,-1.496800,-1.496800,-1.496800,2.000000
-0.000005,-0.000001,-0.000006,-0.000003,-0.000005,0.000008,0.009546,0.009547,0.009552,0.003419,0.003424,0.003416,0.000773,0.000243,0.000727,0.000764,0.000243,0.000734,0.889740,0.889740,0.889720,0.892380,0.892390,0.892370,0.010182,0.279210,-0.142980,0.007855,-0.600490,0.291870,0.002112,0.002118,0.002011,-0.001967,-0.001942,-0.001990,-0.641150,4.880900,4.836900,-0.598740,5.603800,12.520000,-1.497600,-1.497600,-1.497600,-1.496200,-1.496200,-1.496200,3.000000
0.000004,0.000005,0.000019,0.000001,0.000017,-0.000005,0.049468,0.049463,0.049444,0.110400,0.110380,0.110390,0.001199,0.000690,0.001688,0.001216,0.000717,0.001842,1.515300,1.515300,1.515000,1.516900,1.516800,1.516500,-0.008170,-0.053307,0.378470,-0.003807,-0.028430,-0.283240,0.005605,0.005612,0.005503,0.007212,0.007208,0.007179,-0.769900,5.662200,9.178500,-0.770100,7.986700,6.179900,-1.500400,-1.500400,-1.500600,-1.496900,-1.496900,-1.496900,7.000000
0.000004,0.000032,0.000460,0.000002,0.000073,0.000041,0.014932,0.014900,0.014440,-0.023275,-0.023348,-0.023389,0.003010,0.001776,0.006537,0.002862,0.001860,0.006122,2.216600,2.216400,2.215600,2.222100,2.222000,2.220800,-0.039682,0.414790,1.573200,-0.007501,0.210200,0.639760,-0.003225,-0.003284,-0.002582,0.011535,0.011483,0.011441,-0.542340,5.608000,10.751000,-0.528000,2.373100,6.082300,-1.505600,-1.505600,-1.505700,-1.496300,-1.496400,-1.496400,1.000000
-0.000003,-0.000007,0.000009,-0.000004,0.000032,-0.000027,0.020105,0.020112,0.020104,-0.018084,-0.018116,-0.018089,0.001264,0.000757,0.001542,0.001247,0.001031,0.001915,1.622400,1.622300,1.622100,1.620700,1.620700,1.620500,0.004575,-0.002293,-0.382940,0.009998,0.637970,-0.370110,-0.000723,-0.000724,-0.000763,-0.001914,-0.001939,-0.001884,-0.808790,3.812900,6.183100,-0.786540,22.164000,15.232000,-1.498500,-1.498500,-1.498600,-1.498600,-1.498600,-1.498500,6.000000
-0.000017,0.000049,-0.001267,-0.000021,-0.000053,-0.000153,0.016856,0.016807,0.018074,-0.042360,-0.042307,-0.042153,0.003020,0.001939,0.007594,0.002975,0.002031,0.007122,2.344700,2.344500,2.344000,2.345000,2.344800,2.344500,0.023183,0.245650,-2.826600,0.021917,-0.443580,-0.140250,0.007030,0.006980,0.005829,-0.018831,-0.018854,-0.019466,-0.506380,3.221600,12.200000,-0.518640,6.770100,8.970400,-1.503200,-1.503200,-1.502600,-1.490100,-1.490100,-1.490200,9.000000
0.000003,-0.000026,0.000079,0.000004,-0.000064,-0.000072,0.011669,0.011695,0.011617,0.008424,0.008488,0.008560,0.002235,0.001128,0.003238,0.002249,0.001325,0.002683,1.365300,1.365200,1.364800,1.363900,1.363800,1.363300,0.019024,-0.147100,0.105930,0.005077,-0.290580,-0.355750,-0.007526,-0.007448,-0.007719,0.001343,0.001436,0.001666,-0.706500,0.031715,6.051500,-0.727540,3.388000,2.563300,-1.498700,-1.498700,-1.498600,-1.501000,-1.501100,-1.501000,5.000000
-0.000010,0.000030,-0.000059,-0.000004,0.000055,0.000159,0.009700,0.009670,0.009729,-0.036637,-0.036692,-0.036851,0.002327,0.001209,0.003100,0.002300,0.001280,0.002688,1.432000,1.431900,1.431500,1.435600,1.435500,1.435100,-0.008291,0.113790,0.064776,-0.008233,0.341080,0.004033,0.009773,0.009765,0.009909,-0.014018,-0.014091,-0.014090,-0.730380,0.823170,5.523200,-0.745800,2.223600,5.202700,-1.502700,-1.502700,-1.502600,-1.491900,-1.491900,-1.491700,6.000000
0.000023,0.000023,0.000021,0.000003,0.000029,0.000229,0.001357,0.001334,0.001313,0.017598,0.017569,0.017340,0.002533,0.001335,0.003086,0.002507,0.001466,0.004524,1.706200,1.706200,1.705700,1.706100,1.706000,1.705100,-0.001472,0.314790,0.760140,-0.024942,0.187850,1.166800,-0.002512,-0.002549,-0.002652,0.009620,0.009565,0.009214,-0.645940,2.122000,5.624300,-0.639060,2.073800,12.362000,-1.510000,-1.510100,-1.509800,-1.497600,-1.497700,-1.497700,3.000000
-0.000005,-0.000015,-0.000022,-0.000022,0.000018,0.000005,0.025550,0.025565,0.025587,0.020573,0.020555,0.020550,0.002935,0.001833,0.003806,0.002914,0.001680,0.008480,2.266500,2.266400,2.265900,2.254800,2.254700,2.253300,0.009243,0.008858,0.667310,0.027845,0.217900,0.525630,0.012234,0.012236,0.012414,-0.008560,-0.008561,-0.008990,-0.564810,2.759600,6.275500,-0.564280,0.885120,7.582000,-1.499700,-1.499700,-1.499600,-1.495800,-1.495800,-1.495300,5.000000
0.000000,-0.000006,-0.000012,-0.000005,-0.000002,0.000152,0.015821,0.015827,0.015839,0.041891,0.041893,0.041742,0.001234,0.000616,0.001412,0.001291,0.000774,0.002055,1.641400,1.641400,1.641200,1.639300,1.639200,1.638600,-0.003572,-0.236950,-0.260060,-0.001828,0.555580,1.115100,0.005196,0.005210,0.005288,0.002226,0.002216,0.001987,-0.788710,2.633600,8.546600,-0.778470,35.629000,9.348400,-1.500300,-1.500300,-1.500300,-1.498000,-1.498000,-1.498200,4.000000
0.000018,-0.000027,0.000345,-0.000006,-0.000032,0.000456,0.020041,0.020068,0.019723,0.056304,0.056336,0.055880,0.002643,0.001449,0.005247,0.002602,0.001520,0.007147,1.890200,1.890200,1.889600,1.886200,1.886100,1.885100,0.007433,-0.463630,0.689040,0.014435,-0.130910,1.609800,0.005416,0.005434,0.006021,0.008870,0.008914,0.009165,-0.651040,3.392000,6.894300,-0.642370,0.883250,11.180000,-1.500600,-1.500500,-1.500300,-1.500100,-1.500200,-1.499100,4.000000
0.000003,0.000033,-0.000115,-0.000008,0.000058,0.000023,0.020939,0.020906,0.021021,-0.017407,-0.017465,-0.017488,0.001229,0.000777,0.002208,0.001259,0.001011,0.002440,1.621100,1.621000,1.621000,1.617100,1.617100,1.616800,-0.008071,0.106700,-1.991400,0.008082,4.614600,-0.033988,0.003081,0.003013,0.003241,0.001061,0.000962,0.000970,-0.758830,4.220500,23.541000,-0.804830,49.276000,6.207500,-1.498500,-1.498500,-1.498200,-1.495600,-1.495600,-1.495600,6.000000
-0.000000,-0.000003,-0.000013,-0.000001,-0.000001,0.000004,0.014967,0.014970,0.014984,0.020020,0.020021,0.020017,0.000798,0.000324,0.000480,0.000793,0.000253,0.000592,1.702200,1.702200,1.702100,1.699000,1.699000,1.699000,0.004150,-0.952330,-0.683220,-0.001161,-0.302660,-0.191030,-0.001402,-0.001394,-0.001374,-0.001765,-0.001759,-0.001758,-0.499190,23.503000,8.290700,-0.478240,7.736600,9.409200,-1.497700,-1.497700,-1.497700,-1.499700,-1.499700,-1.499700,3.000000
-0.000022,0.000020,-0.000093,-0.000003,0.000001,-0.000031,-0.103030,-0.103050,-0.102960,-0.118090,-0.118090,-0.118060,0.002269,0.001400,0.003574,0.002243,0.001235,0.002760,1.369800,1.369700,1.369000,1.378700,1.378700,1.378000,0.033273,0.029407,0.229970,0.006021,0.029016,-0.380700,0.008648,0.008546,0.008738,-0.011057,-0.011097,-0.010829,-0.656370,3.760200,2.948600,-0.664210,-0.427440,2.694800,-1.507700,-1.507900,-1.508100,-1.491400,-1.491500,-1.491600,11.000000
-0.000002,0.000013,0.000121,0.000001,0.000036,-0.000002,0.025622,0.025609,0.025488,-0.044649,-0.044685,-0.044683,0.001337,0.000965,0.002141,0.001366,0.000697,0.001624,2.007100,2.007000,2.006700,2.005000,2.005000,2.004800,-0.007135,-0.764690,0.214340,-0.003551,0.461240,-0.310550,0.002951,0.002948,0.002878,-0.003226,-0.003265,-0.003259,-0.804010,15.922000,5.360300,-0.831460,2.563600,5.857400,-1.500400,-1.500500,-1.500400,-1.499700,-1.499700,-1.499500,1.000000
0.000011,0.000029,-0.000016,0.000012,-0.000149,0.000044,0.011692,0.011663,0.011679,-0.028984,-0.028835,-0.028880,0.002927,0.001855,0.003210,0.002910,0.002092,0.006255,2.262400,2.262300,2.261900,2.250200,2.250000,2.248300,-0.005577,0.072404,0.054743,-0.017018,-1.131600,-0.677770,-0.005748,-0.005733,-0.005573,-0.005005,-0.004816,-0.004701,-0.560030,3.691900,6.864600,-0.536660,5.421100,4.899900,-1.498000,-1.498000,-1.498000,-1.499800,-1.500000,-1.500200,6.000000
-0.000009,-0.000041,0.000045,0.000007,0.000021,-0.000028,0.034922,0.034962,0.034917,0.019897,0.019877,0.019905,0.001465,0.001032,0.002724,0.001455,0.001565,0.003535,2.154900,2.154900,2.154300,2.151600,2.151600,2.151100,-0.006596,-1.251100,0.397920,-0.008394,0.710760,0.832050,0.001233,0.001286,0.001262,-0.000803,-0.000821,-0.000404,-0.825210,26.993000,9.864500,-0.838020,39.581000,9.574000,-1.500100,-1.500100,-1.500300,-1.498100,-1.498000,-1.497800,8.000000
0.000005,0.000030,0.000214,0.000005,0.000030,0.000063,-0.022146,-0.022175,-0.022389,-0.036475,-0.036505,-0.036569,0.002593,0.001359,0.006483,0.002581,0.001480,0.003364,1.831500,1.831500,1.830400,1.837400,1.837400,1.837100,0.012640,0.107580,-0.234520,-0.011655,0.137460,0.278400,0.003308,0.003298,0.002950,-0.011023,-0.011047,-0.011307,-0.642350,1.008700,6.126000,-0.642200,0.592140,3.264600,-1.505700,-1.505700,-1.504700,-1.499600,-1.499600,-1.499300,2.000000
-0.000003,-0.000008,-0.000027,-0.000004,0.000029,0.000073,0.011870,0.011878,0.011905,-0.043491,-0.043521,-0.043594,0.001397,0.000950,0.002239,0.001434,0.000857,0.001352,2.143000,2.143000,2.142700,2.138400,2.138400,2.138300,0.020206,-0.154190,-0.860950,0.002441,1.041800,0.460230,0.000113,0.000126,0.000176,-0.000426,-0.000445,-0.000514,-0.764110,7.737800,14.236000,-0.853360,14.329000,6.395300,-1.503200,-1.503200,-1.503200,-1.496800,-1.496700,-1.496700,6.000000
-0.000012,-0.000001,0.000208,-0.000006,-0.000023,0.000070,0.006770,0.006770,0.006563,0.058211,0.058234,0.058163,0.002596,0.001506,0.005602,0.002629,0.001685,0.004337,1.878600,1.878600,1.877900,1.882400,1.882200,1.881300,0.010430,0.110290,1.044200,-0.000393,-0.104760,0.358720,-0.003847,-0.003860,-0.003727,0.007472,0.007474,0.007502,-0.657310,2.050200,14.634000,-0.622610,3.924400,5.990300,-1.507200,-1.507200,-1.506600,-1.497800,-1.497900,-1.497800,4.000000
0.000001,-0.000075,-0.000027,-0.000017,-0.000038,-0.000402,0.031673,0.031748,0.031775,0.015799,0.015837,0.016240,0.002917,0.001956,0.005372,0.002904,0.001762,0.005680,2.262200,2.261900,2.260500,2.256900,2.256900,2.256000,0.006372,-0.331300,0.283000,0.042191,-0.097588,-0.895400,0.009746,0.009787,0.009423,-0.013487,-0.013437,-0.013172,-0.509200,3.679800,3.982500,-0.535050,1.187400,7.370900,-1.502000,-1.502100,-1.502400,-1.493400,-1.493400,-1.493200,5.000000
