f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,clase
0.000003,-0.000013,0.000066,0.000008,0.000009,0.000016,0.018220,0.018233,0.018167,0.020107,0.020098,0.020081,0.001142,0.000524,0.001708,0.001106,0.000579,0.001023,1.183100,1.183100,1.182800,1.181800,1.181800,1.181700,0.005851,-0.192580,0.930070,-0.011424,0.536210,0.531890,-0.002199,-0.002199,-0.002346,0.002900,0.002870,0.002903,-0.739610,3.554400,10.196000,-0.665010,11.934000,7.104400,-1.497900,-1.497900,-1.497900,-1.496300,-1.496400,-1.496400,5.000000
-0.000002,0.000004,0.000026,-0.000001,0.000017,0.000018,0.012362,0.012359,0.012333,0.004798,0.004781,0.004763,0.000808,0.000299,0.000560,0.000792,0.000383,0.000838,1.732500,1.732500,1.732500,1.731100,1.731100,1.731100,0.004050,0.974380,1.160000,0.000687,3.633800,-0.217420,-0.000131,-0.000136,-0.000176,-0.001277,-0.001302,-0.001308,-0.490450,19.839000,9.430600,-0.463320,53.878000,14.786000,-1.497700,-1.497700,-1.497700,-1.499200,-1.499200,-1.499200,3.000000
-0.000011,0.000071,-0.000087,0.000003,-0.000001,0.000114,-0.025482,-0.025553,-0.025467,-0.028391,-0.028390,-0.028503,0.002627,0.001599,0.003553,0.002544,0.001367,0.004118,1.839400,1.839300,1.839000,1.846500,1.846400,1.845600,-0.018798,0.185560,-0.178400,-0.014345,0.057986,0.691650,-0.007387,-0.007500,-0.007172,-0.000424,-0.000427,-0.000629,-0.631560,2.905600,2.719400,-0.577190,-0.031140,7.520700,-1.507500,-1.507600,-1.507400,-1.497300,-1.497300,-1.497300,2.000000
-0.000000,-0.000021,-0.000029,0.000006,0.000001,0.000119,0.010642,0.010663,0.010692,-0.028577,-0.028578,-0.028697,0.001172,0.000652,0.001530,0.001138,0.000556,0.001827,1.245100,1.245100,1.245000,1.244400,1.244400,1.244200,0.008607,-0.181680,-0.079221,-0.005276,0.466310,2.608500,-0.000151,-0.000115,-0.000085,0.000622,0.000603,0.000418,-0.746870,19.555000,14.923000,-0.683780,6.108300,34.031000,-1.500300,-1.500300,-1.500100,-1.497300,-1.497300,-1.497400,9.000000
-0.000001,-0.000004,0.000052,0.000008,-0.000052,0.000008,0.027751,0.027755,0.027703,0.057316,0.057368,0.057361,0.001400,0.000959,0.001710,0.001379,0.000869,0.001695,2.091400,2.091300,2.091000,2.089600,2.089500,2.089300,0.014523,-0.351350,0.610980,-0.003868,-1.569900,-0.306980,0.004259,0.004255,0.004234,0.003362,0.003413,0.003500,-0.848680,24.669000,5.910000,-0.814510,13.409000,7.315500,-1.501400,-1.501400,-1.501400,-1.498800,-1.498900,-1.498800,4.000000
-0.000009,0.000006,-0.000101,0.000000,0.000003,-0.000371,-0.110210,-0.110210,-0.110110,-0.120970,-0.120980,-0.120600,0.002245,0.001351,0.004150,0.002242,0.001359,0.002972,1.366800,1.366600,1.365900,1.378600,1.378500,1.378100,0.023052,-0.415660,-0.806470,-0.003204,0.151040,-1.734400,0.012637,0.012659,0.012468,-0.011947,-0.011936,-0.011547,-0.678620,4.003900,5.708200,-0.589520,0.994180,10.831000,-1.507300,-1.507400,-1.507200,-1.497800,-1.498000,-1.498000,11.000000
-0.000000,0.000046,-0.000021,0.000010,0.000077,-0.000197,-0.013810,-0.013857,-0.013836,-0.033610,-0.033686,-0.033489,0.002630,0.001578,0.004838,0.002598,0.001557,0.003523,1.848200,1.848200,1.847500,1.852600,1.852400,1.852000,-0.020480,0.155600,-0.206030,0.005465,0.254760,-0.329430,0.005714,0.005665,0.005987,-0.017588,-0.017637,-0.017642,-0.641070,2.240600,3.654800,-0.652050,1.098400,3.938600,-1.503400,-1.503500,-1.503400,-1.492400,-1.492400,-1.492300,2.000000
0.000019,0.000050,0.000114,0.000014,0.000049,0.000046,0.018890,0.018839,0.018725,-0.032467,-0.032516,-0.032562,0.002211,0.001253,0.004033,0.002255,0.001296,0.003055,1.330600,1.330500,1.329700,1.331500,1.331400,1.330800,-0.012341,0.895010,0.077628,-0.034259,0.330450,0.093217,-0.003145,-0.003264,-0.003761,-0.007487,-0.007582,-0.007876,-0.695000,4.404200,2.614200,-0.679180,2.586700,3.476600,-1.505900,-1.506100,-1.506000,-1.499300,-1.499500,-1.499600,1.000000
-0.000001,-0.000012,0.000528,0.000014,0.000018,0.000011,-0.038075,-0.038063,-0.038591,-0.023232,-0.023250,-0.023261,0.002523,0.001553,0.006660,0.002446,0.001364,0.004284,1.723300,1.723300,1.722100,1.715900,1.715900,1.714900,0.001809,0.209910,1.673700,-0.021420,-0.047669,0.269430,-0.009959,-0.009919,-0.010445,0.004781,0.004772,0.004629,-0.668800,5.432200,13.828000,-0.663020,0.919400,3.866100,-1.501400,-1.501400,-1.501600,-1.497900,-1.497900,-1.498200,10.000000
-0.000005,0.000004,-0.000014,-0.000007,0.000010,0.000002,0.015075,0.015071,0.015085,-0.029153,-0.029163,-0.029165,0.001134,0.000481,0.002296,0.001137,0.000664,0.001153,1.180600,1.180600,1.180600,1.180000,1.180000,1.179800,0.003575,0.047880,-0.601760,0.012924,-0.504800,1.191800,-0.000131,-0.000126,-0.000160,-0.002715,-0.002707,-0.002705,-0.705990,2.299200,24.115000,-0.704290,10.876000,11.631000,-1.496700,-1.496700,-1.496600,-1.497800,-1.497800,-1.497800,6.000000
0.000010,-0.000067,0.000195,0.000010,-0.000054,0.000360,0.008491,0.008558,0.008363,0.048809,0.048863,0.048503,0.002306,0.001458,0.004229,0.002311,0.001479,0.004777,1.396100,1.396000,1.395600,1.403100,1.402900,1.402300,0.026639,-0.331170,0.726840,0.024768,-0.408470,2.013800,-0.009478,-0.009347,-0.009399,0.015777,0.015878,0.016623,-0.686120,3.892700,5.746200,-0.752090,4.619400,11.019000,-1.505300,-1.505400,-1.505700,-1.495200,-1.495300,-1.494600,4.000000
-0.000014,0.000078,-0.000044,-0.000005,-0.000013,0.000035,0.022007,0.021930,0.021974,-0.041378,-0.041365,-0.041400,0.003032,0.002107,0.005258,0.002981,0.001664,0.006103,2.351100,2.350900,2.350100,2.350300,2.350300,2.349000,0.017122,0.627330,0.507240,0.029290,0.072099,0.797050,0.006103,0.006030,0.006007,-0.014441,-0.014452,-0.014728,-0.493840,4.759900,3.519500,-0.511540,0.887150,5.384700,-1.503600,-1.503600,-1.503400,-1.492600,-1.492600,-1.492300,9.000000
0.000003,0.000001,0.000008,0.000002,0.000000,0.000018,0.007944,0.007943,0.007935,-0.019823,-0.019823,-0.019841,0.000780,0.000207,0.000461,0.000789,0.000211,0.000653,1.088200,1.088200,1.088200,1.090100,1.090100,1.090000,-0.011701,0.112410,0.109690,-0.008836,-0.107770,0.572960,0.004313,0.004300,0.004297,-0.001907,-0.001909,-0.001924,-0.619610,1.546500,3.797300,-0.630220,2.230100,6.323900,-1.499900,-1.499900,-1.499900,-1.497200,-1.497200,-1.497200,9.000000
-0.000007,0.000020,-0.000004,-0.000006,-0.000038,0.000001,0.012073,0.012053,0.012057,0.016094,0.016132,0.016131,0.001162,0.000644,0.001068,0.001182,0.000715,0.001209,1.491800,1.491700,1.491600,1.490800,1.490700,1.490600,0.010080,0.127670,-0.010460,0.005005,-2.450800,0.118560,0.002117,0.002098,0.002110,-0.000332,-0.000248,-0.000332,-0.713420,5.734800,5.007600,-0.738750,22.870000,5.915200,-1.501400,-1.501400,-1.501300,-1.497700,-1.497800,-1.497800,3.000000
-0.000029,-0.000018,-0.000222,-0.000005,-0.000024,0.000326,0.011191,0.011209,0.011431,-0.027557,-0.027533,-0.027859,0.002338,0.001202,0.002846,0.002377,0.001264,0.004584,1.509200,1.509200,1.508600,1.503700,1.503600,1.503000,0.025717,-0.108920,-0.694100,0.026333,0.070016,0.212280,-0.012308,-0.012284,-0.012183,-0.007924,-0.007921,-0.008192,-0.673020,0.247450,4.083800,-0.657550,0.567470,5.435700,-1.502300,-1.502300,-1.502000,-1.499500,-1.499500,-1.499200,9.000000
0.000000,-0.000031,-0.000184,-0.000014,-0.000088,-0.000024,-0.009129,-0.009098,-0.008914,-0.021529,-0.021441,-0.021417,0.003043,0.001836,0.003688,0.003004,0.001866,0.006823,2.360700,2.360700,2.360400,2.359200,2.359100,2.357300,0.023718,-0.032709,0.016373,0.015486,-0.111360,0.043731,-0.009220,-0.009222,-0.009517,0.006941,0.006977,0.007202,-0.450940,1.650200,3.914600,-0.552050,3.410000,3.892100,-1.505200,-1.505200,-1.505100,-1.493800,-1.493800,-1.493800,9.000000
-0.000005,-0.000001,0.000009,-0.000005,-0.000006,0.000000,0.036141,0.036142,0.036133,-0.040705,-0.040698,-0.040699,0.000786,0.000241,0.000681,0.000782,0.000382,0.000611,1.362600,1.362600,1.362600,1.356800,1.356800,1.356800,0.007381,-0.180440,0.257370,0.014287,-0.759380,0.477810,-0.004530,-0.004529,-0.004532,0.002823,0.002838,0.002849,-0.602390,2.166500,8.532400,-0.569780,73.704000,13.096000,-1.500500,-1.500500,-1.500500,-1.495400,-1.495500,-1.495400,1.000000
0.000007,-0.000060,0.000037,0.000003,-0.000048,0.000004,0.030496,0.030556,0.030519,0.020988,0.021036,0.021032,0.002397,0.001322,0.002821,0.002324,0.001282,0.002810,1.498100,1.498100,1.497800,1.497400,1.497400,1.496900,0.017510,-0.244570,-0.167430,-0.004291,-0.088069,0.098835,-0.009530,-0.009451,-0.009598,0.012134,0.012170,0.012202,-0.690340,3.508800,3.672500,-0.696990,0.888950,0.870650,-1.501800,-1.501800,-1.501800,-1.492700,-1.492800,-1.492400,8.000000
-0.000005,-0.000023,-0.000139,0.000019,-0.000025,0.000063,0.008513,0.008536,0.008674,0.028358,0.028383,0.028320,0.002626,0.001677,0.005305,0.002557,0.001597,0.005141,1.833500,1.833400,1.832600,1.828800,1.828700,1.828000,0.017234,-0.120840,0.082989,0.007859,-0.099440,-0.212580,-0.006724,-0.006758,-0.006734,0.014516,0.014550,0.013790,-0.624320,3.351000,6.138400,-0.644760,1.478800,5.016300,-1.500800,-1.500900,-1.500600,-1.496200,-1.496300,-1.496300,5.000000
-0.000005,-0.000005,-0.000129,0.000003,0.000026,0.000132,-0.027226,-0.027220,-0.027092,-0.021116,-0.021142,-0.021274,0.002326,0.001182,0.003553,0.002217,0.001368,0.002433,1.424600,1.424500,1.423800,1.428900,1.428900,1.428300,-0.008788,0.001267,-0.290740,-0.009806,0.221650,0.286750,-0.004231,-0.004224,-0.004504,0.006722,0.006678,0.006507,-0.680540,0.896310,2.809700,-0.689670,1.084900,3.623900,-1.503500,-1.503500,-1.502800,-1.489900,-1.489900,-1.489700,10.000000
0.000013,-0.000002,-0.000137,-0.000001,-0.000101,0.000047,0.004923,0.004924,0.005061,-0.034375,-0.034274,-0.034321,0.002263,0.001392,0.003599,0.002245,0.001528,0.003547,1.394700,1.394600,1.393900,1.398400,1.398400,1.398000,0.017923,-0.057714,-0.615040,-0.000224,-1.073000,0.680300,-0.002295,-0.002356,-0.002170,0.002038,0.002206,0.002201,-0.720100,3.868700,4.152400,-0.668090,7.265900,9.447900,-1.506000,-1.506000,-1.505800,-1.499200,-1.499200,-1.498700,9.000000
0.000001,0.000016,0.000063,0.000007,0.000032,-0.000020,0.050034,0.050018,0.049955,0.107110,0.107080,0.107100,0.001224,0.000630,0.001954,0.001197,0.000858,0.001720,1.518900,1.518900,1.518600,1.518600,1.518600,1.518500,0.005288,0.193400,0.779830,-0.010128,1.346600,-2.895200,0.002790,0.002797,0.002681,0.008950,0.008894,0.008993,-0.769900,4.678800,11.352000,-0.750860,13.680000,24.333000,-1.498800,-1.498700,-1.498700,-1.499400,-1.499500,-1.499400,7.000000
-0.000004,-0.000002,0.000045,-0.000010,-0.000003,0.000191,-0.034339,-0.034337,-0.034382,-0.021595,-0.021592,-0.021783,0.001346,0.000839,0.001460,0.001394,0.000905,0.002537,2.075400,2.075400,2.075200,2.073300,2.073300,2.073100,0.009657,0.118990,0.773370,0.009961,-0.405120,1.754200,-0.003010,-0.002990,-0.002953,-0.001567,-0.001552,-0.001621,-0.814790,6.419300,8.623100,-0.824210,12.674000,13.263000,-1.501700,-1.501700,-1.501700,-1.499000,-1.499000,-1.498800,10.000000
0.000000,0.000005,0.000146,0.000007,0.000068,-0.000122,0.008568,0.008563,0.008416,-0.021717,-0.021785,-0.021663,0.002609,0.001384,0.003352,0.002574,0.001799,0.004140,1.886900,1.886900,1.886300,1.882600,1.882500,1.881500,-0.005307,-0.158930,0.006483,-0.027124,0.326440,0.360580,-0.010595,-0.010551,-0.010397,-0.003513,-0.003590,-0.003754,-0.651950,0.760730,2.524000,-0.630830,4.681200,4.712800,-1.499300,-1.499300,-1.498900,-1.502100,-1.502100,-1.502000,6.000000
-0.000010,-0.000008,-0.000587,0.000001,0.000021,0.000372,0.006419,0.006426,0.007013,-0.021693,-0.021713,-0.022085,0.002330,0.001138,0.004685,0.002359,0.001258,0.006191,1.510800,1.510700,1.509800,1.508100,1.508000,1.507000,0.021827,-0.038829,-1.152800,0.002973,0.151180,0.598530,-0.009790,-0.009796,-0.009719,-0.007723,-0.007773,-0.007320,-0.691560,-0.335170,5.489000,-0.686160,1.082900,8.144800,-1.501000,-1.501100,-1.500600,-1.501300,-1.501400,-1.500500,9.000000
-0.000004,0.000003,0.000060,-0.000005,-0.000024,-0.000104,0.005804,0.005801,0.005741,-0.042700,-0.042677,-0.042573,0.001260,0.000844,0.001486,0.001307,0.000717,0.002219,1.688200,1.688100,1.688000,1.688600,1.688600,1.688400,0.008705,0.472210,0.445200,0.003838,-0.484470,-1.892000,0.001415,0.001416,0.001386,-0.002508,-0.002467,-0.002316,-0.806400,10.439000,10.107000,-0.811200,3.271700,26.747000,-1.501100,-1.501100,-1.501100,-1.498200,-1.498200,-1.498200,9.000000
-0.000003,0.000008,-0.000006,-0.000005,-0.000003,-0.000022,0.030346,0.030337,0.030343,-0.034260,-0.034256,-0.034234,0.000804,0.000312,0.000569,0.000793,0.000275,0.000612,1.749400,1.749400,1.749400,1.744500,1.744500,1.744500,0.008987,1.126100,0.028784,0.005201,-0.044064,-0.991300,-0.002985,-0.002992,-0.002972,-0.003657,-0.003653,-0.003655,-0.512690,13.482000,4.934300,-0.493310,3.896900,14.120000,-1.497600,-1.497600,-1.497600,-1.498700,-1.498700,-1.498700,1.000000
-0.000003,-0.000001,-0.000003,-0.000005,0.000002,0.000024,-0.022499,-0.022498,-0.022495,-0.023277,-0.023279,-0.023303,0.000815,0.000244,0.000481,0.000814,0.000320,0.000608,1.831500,1.831500,1.831500,1.827300,1.827300,1.827300,0.009554,0.006103,-0.098381,0.004160,-0.593020,0.202800,-0.002315,-0.002312,-0.002310,-0.000395,-0.000391,-0.000370,-0.451250,1.010800,5.193700,-0.417790,14.578000,8.090400,-1.498700,-1.498700,-1.498700,-1.499000,-1.499000,-1.499000,2.000000
-0.000017,-0.000035,-0.000052,-0.000015,-0.000006,-0.000091,0.005946,0.005981,0.006033,-0.041016,-0.041010,-0.040919,0.002974,0.001771,0.005508,0.003015,0.001701,0.004659,2.347100,2.347000,2.346200,2.335200,2.335100,2.334400,0.028909,-0.001233,0.102370,0.008511,0.099148,0.551580,-0.006049,-0.006023,-0.006043,-0.013537,-0.013560,-0.013516,-0.517800,3.181800,3.869100,-0.481510,1.322300,9.876300,-1.504100,-1.504100,-1.504200,-1.498300,-1.498400,-1.498300,9.000000
-0.000003,0.000006,-0.000104,-0.000001,0.000014,0.000001,0.016252,0.016246,0.016350,-0.042482,-0.042496,-0.042497,0.001388,0.000823,0.003570,0.001432,0.001180,0.003179,2.147200,2.147200,2.146700,2.139700,2.139700,2.139600,-0.003609,-0.228010,-0.052387,0.001441,-0.292830,-1.995200,0.002554,0.002537,0.002655,-0.000593,-0.000576,-0.000456,-0.799590,12.191000,13.255000,-0.822500,15.408000,17.829000,-1.501300,-1.501400,-1.501600,-1.497200,-1.497200,-1.496800,6.000000
0.000009,-0.000083,0.000414,-0.000015,-0.000078,0.000105,0.016310,0.016392,0.015978,0.063459,0.063537,0.063432,0.002633,0.001526,0.005743,0.002612,0.001474,0.005484,1.885900,1.885800,1.884500,1.885700,1.885600,1.884600,0.015204,-0.492570,0.181040,0.007043,-0.237600,0.781210,0.004786,0.004888,0.004595,0.008152,0.008213,0.008270,-0.629800,3.662600,6.221500,-0.576390,0.741820,16.062000,-1.499200,-1.499300,-1.499500,-1.501100,-1.501100,-1.501000,4.000000
0.000001,0.000001,-0.000072,0.000003,0.000024,-0.000027,0.021888,0.021887,0.021959,0.049256,0.049232,0.049258,0.000816,0.000286,0.000887,0.000819,0.000567,0.000721,1.792200,1.792200,1.792100,1.785300,1.785200,1.785200,-0.001806,0.076228,-2.010400,-0.008198,6.353600,-1.035300,0.001630,0.001626,0.001704,-0.003501,-0.003543,-0.003515,-0.520770,7.002100,21.390000,-0.498340,101.520000,17.848000,-1.500200,-1.500200,-1.500300,-1.498000,-1.498000,-1.498000,4.000000
-0.000007,-0.000024,-0.000045,-0.000001,0.000036,-0.000053,0.026832,0.026856,0.026901,0.032692,0.032656,0.032708,0.003010,0.001823,0.006129,0.003005,0.001904,0.006115,2.338300,2.338300,2.337500,2.342800,2.342800,2.342000,0.026773,-0.098674,-0.258870,0.011770,0.708750,0.690710,0.004234,0.004267,0.004418,-0.011386,-0.011406,-0.011281,-0.474470,1.708500,16.423000,-0.522550,6.684700,14.642000,-1.506100,-1.506000,-1.506200,-1.498100,-1.498000,-1.498000,4.000000
-0.000020,-0.000054,0.000108,0.000004,0.000065,0.000662,0.014826,0.014880,0.014772,0.028415,0.028350,0.027687,0.002909,0.001956,0.004909,0.002938,0.001961,0.009233,2.249400,2.249200,2.248600,2.242800,2.242600,2.241000,0.001361,-0.703720,0.988770,0.015457,0.823840,0.409980,0.003510,0.003552,0.003545,0.006217,0.006133,0.006183,-0.507940,4.510000,10.770000,-0.525940,6.526000,9.566800,-1.506500,-1.506600,-1.506400,-1.499700,-1.499700,-1.499600,5.000000
0.000010,0.000025,-0.000033,0.000010,0.000033,-0.000223,0.020342,0.020317,0.020350,0.016991,0.016958,0.017180,0.002399,0.001275,0.003168,0.002327,0.001245,0.004246,1.502500,1.502300,1.501800,1.502500,1.502400,1.501900,0.030412,0.390560,0.365050,-0.001917,0.245210,-0.674340,-0.004593,-0.004680,-0.004844,0.015795,0.015782,0.015346,-0.659650,1.462800,5.257400,-0.699680,1.081100,6.989400,-1.500100,-1.500200,-1.500100,-1.494700,-1.494700,-1.494100,8.000000
0.000004,0.000006,-0.000000,0.000005,0.000211,-0.000512,-0.033748,-0.033754,-0.033754,-0.007458,-0.007670,-0.007158,0.002934,0.001637,0.004285,0.002934,0.002333,0.007486,2.270900,2.270900,2.270500,2.270200,2.269900,2.269100,-0.003246,-0.131200,0.424600,-0.014592,1.184400,-0.887470,-0.002370,-0.002362,-0.002473,0.009803,0.009542,0.009001,-0.523490,1.430400,4.765300,-0.512950,5.021400,5.418600,-1.506800,-1.506700,-1.506600,-1.500000,-1.500200,-1.499700,10.000000
0.000005,0.000010,0.000001,0.000010,0.000067,0.000205,0.001066,0.001055,0.001054,0.008664,0.008596,0.008392,0.002253,0.001224,0.003407,0.002167,0.001252,0.003456,1.286200,1.286200,1.285700,1.293400,1.293400,1.292700,-0.017878,-0.209050,-0.000143,-0.021813,0.593730,1.780200,-0.006167,-0.006189,-0.006087,0.009461,0.009308,0.008973,-0.701690,3.743500,4.644800,-0.698300,2.884200,9.949000,-1.504300,-1.504400,-1.504200,-1.493600,-1.493700,-1.493900,3.000000
0.000012,0.000095,0.000038,-0.000018,0.000011,0.000043,-0.019310,-0.019405,-0.019443,-0.032061,-0.032073,-0.032116,0.002605,0.001606,0.005936,0.002576,0.001411,0.004326,1.851300,1.851200,1.850500,1.847900,1.847800,1.847100,-0.025479,0.785090,-0.468310,-0.005180,0.103900,-0.037246,0.010469,0.010336,0.010051,-0.006712,-0.006720,-0.006691,-0.662290,5.341800,13.924000,-0.626800,1.290000,6.954700,-1.498300,-1.498300,-1.497800,-1.500400,-1.500300,-1.500200,2.000000
-0.000004,-0.000049,-0.000154,-0.000002,-0.000099,-0.000388,0.022306,0.022355,0.022509,0.053975,0.054074,0.054462,0.002250,0.001572,0.003182,0.002277,0.001421,0.003476,1.365300,1.365200,1.364500,1.373400,1.373300,1.372600,0.016651,-1.523300,-0.286770,0.032437,-0.553200,0.100010,0.006275,0.006336,0.006059,0.001373,0.001511,0.001578,-0.657650,20.475000,5.348600,-0.687420,3.262400,4.565900,-1.505000,-1.505100,-1.505300,-1.494700,-1.494800,-1.494600,4.000000
-0.000015,-0.000021,0.000541,-0.000011,-0.000017,-0.000078,0.013463,0.013484,0.012943,-0.053198,-0.053181,-0.053103,0.002979,0.001725,0.010217,0.003027,0.001686,0.005012,2.342400,2.342300,2.340400,2.340500,2.340500,2.339400,0.027680,0.128060,0.218490,0.007219,-0.083493,-0.223270,-0.007354,-0.007353,-0.006614,-0.010813,-0.010834,-0.010730,-0.548960,1.153600,4.984700,-0.509320,3.050700,5.276600,-1.507300,-1.507200,-1.507100,-1.498400,-1.498400,-1.498400,9.000000
0.000007,-0.000008,0.000058,-0.000005,-0.000027,0.000040,0.007725,0.007734,0.007675,0.018847,0.018874,0.018834,0.002133,0.001072,0.003116,0.002145,0.001157,0.003820,1.223400,1.223300,1.222700,1.222800,1.222700,1.221800,-0.013134,-0.012919,-0.475620,-0.008168,-0.398870,-0.426720,0.011977,0.012001,0.012085,0.007358,0.007470,0.007592,-0.676600,-0.395840,3.569700,-0.755130,0.842370,4.860000,-1.502000,-1.502100,-1.501900,-1.503100,-1.503200,-1.503200,3.000000
-0.000001,-0.000003,-0.000021,-0.000005,-0.000000,-0.000019,0.024183,0.024186,0.024207,-0.023273,-0.023273,-0.023254,0.000782,0.000255,0.000615,0.000773,0.000272,0.000581,1.010500,1.010500,1.010500,1.011100,1.011100,1.011000,0.001538,-0.154410,-0.459130,0.008628,0.743750,-0.438860,0.001825,0.001833,0.001850,0.000666,0.000656,0.000633,-0.630140,12.521000,17.697000,-0.643190,11.905000,8.125100,-1.498500,-1.498500,-1.498400,-1.497100,-1.497100,-1.497000,6.000000
-0.000016,-0.000011,-0.000034,-0.000005,0.000024,0.000227,-0.001370,-0.001359,-0.001325,0.003191,0.003167,0.002939,0.002175,0.001248,0.003498,0.002173,0.001121,0.002782,1.290100,1.290100,1.289700,1.286300,1.286300,1.285800,-0.003952,0.037061,-0.483250,-0.009787,0.104030,0.532720,-0.012579,-0.012562,-0.012581,-0.004170,-0.004215,-0.004438,-0.706770,2.005900,17.246000,-0.688230,0.445980,3.635300,-1.498100,-1.498200,-1.497900,-1.505200,-1.505200,-1.504900,3.000000
-0.000004,-0.000023,-0.000021,0.000005,-0.000004,-0.000050,0.027805,0.027828,0.027849,0.059646,0.059650,0.059699,0.001435,0.001118,0.001680,0.001375,0.000808,0.002394,2.082900,2.082800,2.082600,2.078800,2.078700,2.078400,-0.003149,-0.000192,-0.097230,0.008542,-0.329030,-1.179200,0.003998,0.003998,0.003992,0.002920,0.002924,0.003090,-0.859410,19.089000,4.101300,-0.750320,7.510700,16.531000,-1.500300,-1.500300,-1.500300,-1.500700,-1.500700,-1.500800,4.000000
0.000002,0.000076,-0.000183,-0.000012,0.000047,0.000693,0.035825,0.035749,0.035932,0.071516,0.071469,0.070775,0.002215,0.001283,0.003832,0.002227,0.001209,0.007373,1.324600,1.324600,1.323900,1.318600,1.318500,1.317500,-0.028248,0.182380,-0.284260,0.000250,0.176700,2.340000,-0.004649,-0.004767,-0.004364,0.026539,0.026485,0.026036,-0.711630,1.264900,2.901100,-0.697350,1.146300,17.354000,-1.506400,-1.506400,-1.506200,-1.498500,-1.498500,-1.498500,7.000000
0.000005,0.000062,0.000094,0.000002,0.000037,-0.000193,0.052053,0.051990,0.051897,0.069093,0.069056,0.069249,0.002180,0.001208,0.002678,0.002175,0.001144,0.003014,1.248600,1.248600,1.248100,1.245100,1.245100,1.244500,-0.015544,0.162730,0.274050,-0.016034,0.267510,0.425730,-0.013323,-0.013421,-0.013286,0.027071,0.027007,0.027090,-0.755590,2.222600,3.897200,-0.712260,0.680370,7.076500,-1.505800,-1.505800,-1.505800,-1.500600,-1.500700,-1.500800,7.000000
0.000000,0.000032,0.000628,-0.000022,-0.000069,0.000318,0.036223,0.036192,0.035564,0.007435,0.007504,0.007186,0.002964,0.001918,0.006439,0.002969,0.001711,0.005421,2.323700,2.323600,2.322200,2.313600,2.313500,2.312900,0.001858,0.280200,0.659120,0.029458,0.038819,0.083497,0.005220,0.005167,0.005425,-0.008096,-0.008061,-0.008058,-0.509000,1.937600,2.673300,-0.540130,2.187100,6.874700,-1.495100,-1.495100,-1.494800,-1.501100,-1.501100,-1.501100,8.000000
-0.000001,0.000001,0.000031,0.000000,-0.000002,-0.000018,0.062464,0.062464,0.062432,0.114940,0.114940,0.114960,0.000799,0.000264,0.000538,0.000795,0.000303,0.000534,1.688300,1.688300,1.688200,1.686000,1.686000,1.686000,0.006294,-0.393330,0.125480,-0.001757,-0.635410,-0.839660,0.006063,0.006067,0.006071,-0.002517,-0.002514,-0.002490,-0.469420,5.294500,12.713000,-0.492480,9.122800,10.253000,-1.498700,-1.498700,-1.498700,-1.499000,-1.499000,-1.499100,7.000000
-0.000017,0.000026,0.000518,0.000015,0.000072,0.000032,-0.037939,-0.037965,-0.038483,-0.030257,-0.030329,-0.030360,0.002212,0.001262,0.003185,0.002235,0.001296,0.003396,1.376500,1.376500,1.375800,1.374700,1.374600,1.374300,0.001885,0.064189,1.820100,-0.028987,0.284960,-0.040263,-0.010901,-0.010892,-0.011030,-0.009476,-0.009574,-0.009755,-0.719970,0.148840,9.976700,-0.718620,1.907600,5.501700,-1.496200,-1.496300,-1.496000,-1.502000,-1.502100,-1.501700,2.000000
-0.000001,0.000004,-0.000011,-0.000004,-0.000001,0.000008,0.027024,0.027020,0.027031,-0.032014,-0.032013,-0.032022,0.000771,0.000232,0.000571,0.000756,0.000208,0.000549,0.909780,0.909780,0.909760,0.911050,0.911050,0.911040,0.005651,0.399160,-0.192370,0.012137,-0.195370,0.334390,0.004203,0.004207,0.004225,-0.004975,-0.004966,-0.005009,-0.642730,6.157700,4.162400,-0.612370,5.612200,7.362500,-1.496900,-1.496900,-1.496900,-1.494400,-1.494400,-1.494400,1.000000
-0.000006,0.000004,0.000015,0.000004,0.000005,-0.000002,-0.106590,-0.106590,-0.106610,-0.198510,-0.198510,-0.198510,0.000814,0.000418,0.000549,0.000814,0.000280,0.000888,1.823300,1.823300,1.823200,1.820100,1.820100,1.820100,0.005744,0.692940,0.140140,-0.013763,0.132360,0.739950,-0.009487,-0.009497,-0.009504,0.003023,0.003018,0.003031,-0.472600,46.362000,5.752900,-0.475680,9.466800,17.860000,-1.496600,-1.496600,-1.496600,-1.498300,-1.498300,-1.498200,11.000000
-0.000002,0.000025,0.000081,0.000026,0.000043,0.000677,0.008631,0.008606,0.008525,-0.021194,-0.021237,-0.021913,0.002932,0.001716,0.007162,0.002883,0.001746,0.010835,2.250600,2.250500,2.249200,2.250100,2.250100,2.248200,-0.009277,0.554220,0.093419,-0.017606,0.263980,0.114040,-0.005198,-0.005212,-0.005579,0.012727,0.012687,0.012887,-0.552070,3.380400,4.154400,-0.541570,1.892200,7.227500,-1.500900,-1.501000,-1.500300,-1.494400,-1.494400,-1.494100,6.000000
